year,country,id,GDPPC,DEBT,INVEST,INFLATION,POPULATION,SCHOOLING,CRISES,INSTITUTIONS,UPHEAVAL,INDEP
1941,ARG,1,4304,29.9,12.98,10.34,14402,4.62,1,3,0
1942,ARG,1,4284,28.1,12.01,1.56,14638,4.67,0,3,0
1943,ARG,1,4182,28.9,11.74,-3.08,14877,4.74,0,1,0
1944,ARG,1,4579,26.9,12.13,4.76,15130,4.85,0,1,0
1945,ARG,1,4356,27.6,12.43,19.7,15390,4.91,0,1,0
1946,ARG,1,4665,24.2,14.21,18.99,15654,4.97,1,-88,1
1947,ARG,1,5089,20.1,20.29,14.89,15942,5.04,0,-88,1
1948,ARG,1,5252,19.4,19.23,7.41,16307,5.05,1,1,0
1949,ARG,1,5047,19.7,16.36,31.03,16737,5.14,3,1,0
1950,ARG,1,4987,20.5,16.24,39.47,17150,5.23,2,1,0
1951,ARG,1,5073,17.4,19.23,55.66,17517,5.25,4,1,0
1952,ARG,1,4717,18.7,18.03,14.55,17877,5.34,1,1,0
1953,ARG,1,4874,21.4,16.92,-0.79,18231,5.32,0,1,0
1954,ARG,1,4980,23.9,15.59,16.27,18581,5.42,1,1,0
1955,ARG,1,5237,24.1,16.91,7.57,18928,5.52,2,-88,1
1956,ARG,1,5285,22,17.5,15.99,19272,5.58,2,-88,1
1957,ARG,1,5461,19.7,18.24,21.69,19611,5.69,3,3,0
1958,ARG,1,5698,17.2,18.73,33.38,19947,5.69,3,3,0
1959,ARG,1,5241,10.2,15.86,123.56,20281,5.8,3,3,0
1960,ARG,1,5559,8.4,21,12.26,20616,5.88,1,3,0
1961,ARG,1,5862,8.7,27,18.01,20951,5.92,1,3,0
1962,ARG,1,5677,25.1,32,34.72,21284,5.95,3,3,0
1963,ARG,1,5455,23.4,16.5,15.73,21616,5.98,1,3,0
1964,ARG,1,5926,16.8,14,22.08,21949,5.99,3,3,0
1965,ARG,1,6371,15.9,25,28.48,22283,6.02,3,3,0
1966,ARG,1,6321,13.4,20,31.67,22612,6.12,1,1,0
1967,ARG,1,6399,10.9,16.67,29.4,22934,6.21,2,1,0
1968,ARG,1,6578,9.4,14.29,16.11,23261,6.33,0,1,0
1969,ARG,1,7037,9.6,25,7.65,23600,6.38,1,1,0
1970,ARG,1,7302,13.5,22.22,13.55,23962,6.61,2,1,0
1971,ARG,1,7530,15.2,23.08,34.78,24364,6.68,3,1,0
1972,ARG,1,7635,17.1,19.05,58.41,24780,6.75,2,1,0
1973,ARG,1,7962,12,17.14,61.21,25210,6.83,2,5,0
1974,ARG,1,8334,13,18.37,23.47,25646,6.95,2,5,0
1975,ARG,1,8122,33.8,25.87,182.9,26082,7.03,3,5,0
1976,ARG,1,7965,28.7,26.88,444,26531,7.11,2,1,0
1977,ARG,1,8304,25.1,27.19,176,26984,7.17,3,1,0
1978,ARG,1,7807,17.5,24.38,175.5,27440,7.22,2,1,0
1979,ARG,1,8227,12.4,22.7,159.52,27902,7.32,2,1,0
1980,ARG,1,8206,11.4,25.26,100.76,28370,7.38,4,1,0
1981,ARG,1,7607,26.5,22.69,104.48,28848,7.31,4,1,0
1982,ARG,1,7246,55.2,21.76,164.78,29330,7.25,5,1,0
1983,ARG,1,7387,64.2,20.89,343.8,29784,7.22,5,7,0
1984,ARG,1,7426,54.6,19.96,626.73,30231,7.37,4,7,0
1985,ARG,1,6835,67.9,17.59,672.18,30672,7.37,4,7,0
1986,ARG,1,7224,55.9,17.46,90.09,31145,7.37,4,7,0
1987,ARG,1,7298,74.1,19.55,131.34,31625,7.38,4,7,0
1988,ARG,1,7054,61.4,18.64,342.95,32099,7.38,4,7,0
1989,ARG,1,6520,118.2,15.51,3079.46,32572,7.55,5,6,0
1990,ARG,1,6433,48.5,14,2313.96,33036,7.55,6,5,0
1991,ARG,1,6955,35.7,14.64,171.67,33504,7.54,3,5,0
1992,ARG,1,7384,30.1,16.69,24.9,33967,7.53,4,5,0
1993,ARG,1,7748,30,19.06,18.51,34407,7.53,1,5,0
1994,ARG,1,8119,31.8,19.94,4.18,34847,7.7,1,5,0
1995,ARG,1,7786,34.4,17.94,3.38,35274,7.73,1,5,0
1996,ARG,1,8091,36.4,18.08,0.16,35683,7.79,1,5,0
1997,ARG,1,8615,35.3,19.37,0.53,36102,7.83,0,5,0
1998,ARG,1,8900,38.2,19.93,0.93,36518,7.88,1,5,0
1999,ARG,1,8545,43.5,18.01,-1.17,36923,8.08,0,6,0
2000,ARG,1,8410,45.6,16.19,-0.94,37336,8.1,1,6,0
2001,ARG,1,7968,54,14.18,-1.07,37694,8.11,4,6,0
2002,ARG,1,7038,154.9,11.96,25.87,37999,8.12,5,6,0
2003,ARG,1,7518,140.5,15.14,13.44,38336,8.12,3,6,0
2004,ARG,1,7967,126,19.17,4.42,38742,8.28,2,6,0
2005,ARG,1,8541,70.1957,21.46,9.64,39181,8.27,2,6,0
2006,ARG,1,9101,63.798,23.35,10.9,39614,8.3,1,6,0
2007,ARG,1,9715,55.1335,24.2,8.83,40049,8.33,3,6,0,
2008,ARG,1,9972,44.4066,23.18,8.59,40482,8.35,2,6,0,
2009,ARG,1,9581,47.4479,20.92,6.27,40914,8.52,1,6,0,
2010,ARG,1,10256,45.5,22,10.65,41346,8.52,1,6,0,
1800,AUS,2,,,,,,,0,,,0
1801,AUS,2,,,,,,,0,,,0
1802,AUS,2,,,,,,,0,,,0
1803,AUS,2,,,,,,,0,,,0
1804,AUS,2,,,,,,,0,,,0
1805,AUS,2,,,,,,,0,,,0
1806,AUS,2,,,,,,,0,,,0
1807,AUS,2,,,,,,,0,,,0
1808,AUS,2,,,,,,,0,,,0
1809,AUS,2,,,,,,,0,,,0
1810,AUS,2,,,,,,,0,,,0
1811,AUS,2,,,,,,,0,,,0
1812,AUS,2,,,,,,,0,,,0
1813,AUS,2,,,,,,,0,,,0
1814,AUS,2,,,,,,,0,,,0
1815,AUS,2,,,,,,,0,,,0
1816,AUS,2,,,,,,,0,,,0
1817,AUS,2,,,,,,,0,,,0
1818,AUS,2,,,,,,,0,,,0
1819,AUS,2,,,,-2.96,,,0,,,0
1820,AUS,2,518,,,7.27,334,,0,,,0
1821,AUS,2,523,,,-8.25,331,,0,,,0
1822,AUS,2,538,,,4.81,329,,0,,,0
1823,AUS,2,556,,,-21.92,329,,0,,,0
1824,AUS,2,587,,,7.01,332,,0,,,0
1825,AUS,2,616,,,10.64,333,,0,,,0
1826,AUS,2,627,,,3.17,330,,0,,,0
1827,AUS,2,646,,,-3.06,328,,0,,,0
1828,AUS,2,663,,,20.23,326,,2,,,0
1829,AUS,2,699,,,-8.93,326,,0,,,0
1830,AUS,2,848,,,-33.81,330,,0,,,0
1831,AUS,2,877,,,-7.82,333,,0,,,0
1832,AUS,2,896,,,-9.89,338,,0,,,0
1833,AUS,2,900,,,3.49,349,,0,,,0
1834,AUS,2,946,,,27.13,354,,1,,,0
1835,AUS,2,1145,,,13.12,358,,0,,,0
1836,AUS,2,1125,,,23.67,367,,1,,,0
1837,AUS,2,1180,,,3.77,373,,0,,,0
1838,AUS,2,1165,,,2.02,388,,0,,,0
1839,AUS,2,1087,,,36.47,403,,1,,,0
1840,AUS,2,1374,,,-1.87,420,,0,,,0
1841,AUS,2,1172,,,-23.74,448,,0,,,0
1842,AUS,2,1069,,,-14.88,465,,0,,,0
1843,AUS,2,1239,,,-24.42,472,,1,,,0
1844,AUS,2,1409,,,-26.5,482,,0,,,0
1845,AUS,2,1449,,,-5.13,494,,0,,,0
1846,AUS,2,1602,,,41.47,505,,1,,,0
1847,AUS,2,1853,,,-19.53,518,,0,,,0
1848,AUS,2,2121,,,-21.03,538,,0,,,0
1849,AUS,2,2095,,,2.99,576,,0,,,0
1850,AUS,2,1975,,,-2,605,1.07,0,,,0
1851,AUS,2,2344,,,-11.6,636,1.14,0,,,0
1852,AUS,2,2749,,,-0.56,710,1.17,0,,,0
1853,AUS,2,3010,,,9.8,795,1.22,0,,,0
1854,AUS,2,2636,,,57.43,887,1.25,1,,,0
1855,AUS,2,2502,,,10.48,983,1.28,0,,,0
1856,AUS,2,3053,,,-12.92,1065,1.35,0,,,0
1857,AUS,2,2694,,,5.06,1156,1.37,0,,,0
1858,AUS,2,2297,,,0.14,1235,1.41,0,,,0
1859,AUS,2,2966,,,-6.19,1279,1.47,0,,,0
1860,AUS,2,2894,,,5.08,1326,1.49,0,,,0
1861,AUS,2,2851,8.5,11.32,-13.1,1346,1.57,0,,,0
1862,AUS,2,2740,9.1109,10.12,-8.33,1382,1.67,0,,,0
1863,AUS,2,2730,8.6442,14.42,0,1432,1.68,0,,,0
1864,AUS,2,2896,12.7896,12.62,-9.09,1495,1.76,0,,,0
1865,AUS,2,2762,12.3359,12.82,5,1558,1.8,0,,,0
1866,AUS,2,2843,12.57,10.97,0,1609,1.88,0,,,0
1867,AUS,2,3109,14.6444,11.98,-14.29,1647,1.96,0,,,0
1868,AUS,2,3156,15.6211,13.59,2.78,1700,1.94,0,,,0
1869,AUS,2,3094,16.8105,12.83,-12.16,1750,2.02,0,,,0
1870,AUS,2,3273,17.2568,10.49,10.77,1775,2.08,0,,,0
1871,AUS,2,3299,19.1799,9.85,1.39,1675,2.15,0,,,0
1872,AUS,2,3553,15.492,12.49,1.37,1722,2.26,0,,,0
1873,AUS,2,3824,14.2692,11.99,6.76,1769,2.41,0,,,0
1874,AUS,2,3835,19.4322,13.65,-8.86,1822,2.45,0,,,0
1875,AUS,2,4138,23.3687,15.45,4.17,1874,2.64,0,,,0
1876,AUS,2,4007,15.8506,16.15,1.33,1929,2.74,0,,,0
1877,AUS,2,4036,17.6092,20.17,1.32,1995,3.08,0,,,0
1878,AUS,2,4277,17.2852,17.38,-6.49,2062,3.29,0,,,0
1879,AUS,2,4205,20.8934,15.48,4.17,2127,3.32,0,,,0
1880,AUS,2,4285,22.2212,16.95,4,2197,3.52,0,,,0
1881,AUS,2,4455,23.2202,20.41,0,2269,3.66,0,,,0
1882,AUS,2,4063,23.255,17.27,10.26,2348,3.98,0,,,0
1883,AUS,2,4475,24.091,17.9,-1.16,2447,4.07,0,,,0
1884,AUS,2,4304,29.3268,19.39,-2.35,2556,4.23,0,,,0
1885,AUS,2,4422,31.2289,17.8,1.2,2650,4.31,0,,,0
1886,AUS,2,4329,34.2074,20.82,-3.57,2741,4.37,0,,,0
1887,AUS,2,4632,32.5023,19.24,0,2835,4.41,0,,,0
1888,AUS,2,4504,32.8934,20.1,-1.23,2932,4.64,0,,,0
1889,AUS,2,4747,32.1197,17.75,2.5,3022,4.81,0,,,0
1890,AUS,2,4458,34.6874,16.22,0,3107,4.88,0,,,0
1891,AUS,2,4666,37.3381,18.62,-14.63,3196,4.95,0,,,0
1892,AUS,2,3995,44.0705,12.93,-2.86,3274,4.92,0,,,0
1893,AUS,2,3708,51.7097,10.57,-7.35,3334,5.1,1,,,0
1894,AUS,2,3766,54.8581,11.31,-7.94,3395,5.22,0,,,0
1895,AUS,2,3487,60.0855,10.48,-3.45,3460,5.3,0,,,0
1896,AUS,2,3685,53.442,12.29,-1.79,3523,5.4,0,,,0
1897,AUS,2,3420,58.1306,9.5,-1.82,3586,5.37,0,,,0
1898,AUS,2,3891,51.0976,12.09,3.7,3642,5.41,0,,,0
1899,AUS,2,3840,51.4194,12.11,7.14,3691,5.52,0,,,0
1900,AUS,2,4013,50.9085,11.49,-5,3741,5.63,0,,,0
1901,AUS,2,3839,46.7679,13,7.02,3795,5.73,0,7,0,1
